id,name,lat,lon,line
12301337483,海涌路,22.9445221,113.4520509,
12301337484,石碁南,22.9406395,113.4344956,
12301337485,傍江,22.9393769,113.4040122,
12451526976,华景路,23.1367641,113.3540391,
12451526995,中医药大学,23.1601148,113.2637547,
12451641905,梓元岗,23.1561092,113.2576719,
12451641906,流花,23.1423894,113.2518513,
12451641911,大冲口,23.0919143,113.2391885,
12451641912,石围塘,23.1063522,113.2199179,
12451641913,鹤洞东,23.0738595,113.2456653,
12451641914,棣园,23.0757862,113.2593205,
12451641915,五凤,23.084648,113.2903763,
12451641916,逸景路,23.084675,113.2995211,
12451641917,上涌,23.0823992,113.307502,
12463174649,凤凰新村,23.0974684,113.250602,
12509415977,大江社村,23.1338012,112.9657809,
12509433746,新城医院,23.1376258,112.955636,
12509433759,莲子塘,23.1468845,112.9357252,
12860999882,佛山高铁站(在建),23.0524806,113.0923846,
12961482900,二沙岛,23.1126052,113.2980699,
12961510592,浔峰岗,23.1686036,113.1962419,
12961510593,浔峰岗北,23.175367,113.2016176,
12961510594,西洲,23.1870564,113.2179168,
12961510595,广州白云站,23.1951004,113.2425587,
12961510596,棠涌,23.1987453,113.2485171,
12961510597,新市墟,23.1972317,113.2589884,
12961510598,白云文化广场,23.1957744,113.271021,
12961510599,广州体育馆,23.1837986,113.2730248,
12961546562,花围,23.0602944,113.2393685,
12961546563,东沙,23.0595085,113.2590883,
12961546564,大干围,23.0631532,113.2780461,
12961546565,工业大道南,23.0703879,113.2833109,
12961546566,滨江东路,23.1063938,113.2867121,
12961546567,五羊邨,23.1223931,113.3061852,
12961546568,杨箕东,23.1271309,113.3104131,
12961547201,赤岗塔,23.1047927,113.3187859,
12961547202,赤沙北,23.0928846,113.3412816,
12964693535,中大南门,23.0919856,113.2910431,
